"dceGroup","dceType","dceID","SurveyDateTime","StreamName","SiteName","dceName","SiteDescription","WettedWidth","SiteLength","BSCoordinateSource","BSLatitudeDD","BSLongitudeDD","BSPositionAccuracy","Datum","GRTSSiteID","GRTSLatitudeDD","GRTSLongitudeDD","Notes","PTAGISrkmCode","SubBasin","TSCoordinateSource","TSLatitudeDD","TSLongitudeDD","TSPositionAccuracy","Watershed","ProgramID","ProtocolName","ProjectName","SampledStatus","Gradient","WidthCategory","CreatedBy","CreatedDate","LastUpdatedBy","LastUpdatedDate","recordID_fldLog","dateTrans","dceID_cdb","ProgramName","DesignName","dataLoggerID","LoggerAppVersion","importDate","importSrc","importRecID","trans_SupDB","TimeZone","Crew","Equipment","rowID","Season","EndDateTime","SurveyDirection","VisitNumber","WaterTemperatureBegin","WaterTemperatureEnd","TotalFishCount","ReleaseDateTime","ReleaseTemperature","ReleaseSiteName","SurveyTiming","OriginalFile","dceNameARS","TSWettedWidth","BSWettedWidth","AvgWettedWidth","dataSet","GPSLogInterval","RiverLocationDS","RiverLocationUS","SurveyType","TrapLocation","DSReleaseLongitude","DSReleaseLatitude","DSPositionAccuracy","USReleaseLongitude","USReleaseLatitude","QA_Feb1016_RelationToFldLog_LF","QA_Feb1016_FldLog_LF_DceID"
"1772","Recapture",1981,"2014-06-17 06:52:00","Lemhi River","Lemhi2014_5","Lemhi2014_5-20140617-0652",,,2500,,44.70068,-113.378629,2.5,,"NonGRTSSite",,,"only sampled 1500 meters",,,,44.692524,-113.367715,2.5,,,"QCI PIT Tag Protocol 2014","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Erica Berlin","2014-06-17 06:52:00","Kevin Poole","2014-06-18 08:12:00",1048,"2014-09-06 15:24:22",12050,,,"0030BD2D3F320108-3733303530000000",,,,,,"Pacific Standard Time","Kevin Kirkbride;Erica Berlin;Kevin Poole; Matt Belnap;Emily Gelzer;Tim Owen","Dipnets;Boat Shocker",,,,,2,,,,,,,,,,7.2,7.5,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1981
"1772","Resight",1983,"2014-06-17 09:01:15","Lemhi River","Lemhi2014_5","Lemhi2014_5-20140617-0901",,,2500,,44.70068,-113.378629,2.5,,"NonGRTSSite",,,,,,,44.692524,-113.367715,2.5,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI",,,,"Braden Lott","2014-06-17 09:01:15","Braden Lott","2014-06-17 12:36:41",1050,"2014-09-06 15:24:22",13111,,,"01",,,,,,"Mountain Standard Time","Casey Jones","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1983
,"Mobile Antenna",1984,"2014-09-10 11:09:00","Big Eightmile Creek","Big8Mobile2014_1","Big8Mobile2014_1-20140910-1109",,,,,44.738742,-113.4618167,3.3,,,,,,,,,44.726833,-113.467837,2.4,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-10 11:09:00","Jeff Mathers","2014-09-10 12:06:00",1051,"2014-09-20 17:57:14",13112,,,"1",,,,,,"Mountain Standard Time","Jeff Mathers;Tim Barbier","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1984
,"Mobile Antenna",1985,"2014-09-09 13:16:00","Big Eightmile Creek","Big8Mobile2014_2","Big8Mobile2014_2-20140909-1316",,,,,44.705733,-113.476997,3,,,,,,,,,44.701397,-113.478182,3,,,"QCI PIT Tag Protocol 2013",,,,,"Tim Barbier","2014-09-09 13:16:00","Tim Barbier","2014-09-09 13:16:00",1052,"2014-09-20 17:57:14",13113,,,"1",,,,,,"Mountain Standard Time","Auburn Garner;Nicole Montgomery","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1985
,"Mobile Antenna",1986,"2014-09-10 10:10:00","Big Eightmile Creek","Big8Mobile2014_2","Big8Mobile2014_2-20140910-1010",,,,,44.699155,-113.48089,2.4,,,,,,,,,44.699155,-113.4809333,2.7,,,"QCI PIT Tag Protocol 2013",,,,,"Autumn Fye","2014-09-10 10:10:00","Autumn Fye","2014-09-10 10:10:00",1053,"2014-09-20 17:57:14",13114,,,"1",,,,,,"Mountain Standard Time","Auburn Garner;Autumn Fye","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1986
,"Mobile Antenna",1987,"2014-09-10 11:41:00","Big Eightmile Creek","Big8Mobile2014_2","Big8Mobile2014_2-20140910-1140",,,,,44.69726,-113.4818933,2.2,,,,,,,,,44.69304167,-113.48223,0,,,"QCI PIT Tag Protocol 2013",,,,,"Autumn Fye","2014-09-10 11:41:00","Autumn Fye","2014-09-10 12:18:00",1054,"2014-09-20 17:57:14",13115,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Auburn Garner;Autumn Fye","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1987
,"Mobile Antenna",1988,"2014-09-04 13:20:00","Big Timber Creek","BigTimberMobile2014_1","BigTimberMobile2014_1-20140904-1320",,,,,44.69908833,-113.3750717,1.7,,,,,,,,,44.688707,-113.370713,0,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-04 13:20:00","Jeff Mathers","2014-09-04 13:20:00",1055,"2014-09-20 17:57:14",13116,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1988
,"Mobile Antenna",1989,"2014-09-05 13:07:00","Big Timber Creek","BigTimberMobile2014_2","BigTimberMobile2014_2-20140905-1306",,,,,44.66572333,-113.37607,1.6,,,,,,,,,44.65356833,-113.3805667,2,,,"QCI PIT Tag Protocol 2013",,,,,"Cody Settles","2014-09-05 13:07:00","Cody Settles","2014-09-05 13:22:00",1056,"2014-09-20 17:57:14",13117,,,"0030BD2D3F320108-3133313233380000",,,,,,"Mountain Standard Time","Cody Settles","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1989
,"Mobile Antenna",1990,"2014-09-05 11:04:00","Big Timber Creek","BigTimberMobile2014_3","BigTimberMobile2014_3-20140905-1104",,,,,44.61810833,-113.3966033,1.9,,,,,,,,,44.60595167,-113.3929317,1.8,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-05 11:45:00","Jeff Mathers","2014-09-05 11:45:00",1057,"2014-09-20 17:57:14",13118,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1990
,"Mobile Antenna",1991,"2014-09-05 13:01:00","Big Timber Creek","BigTimberMobile2014_3","BigTimberMobile2014_3-20140905-1301",,,,,44.613763,-113.3974233,5.7,,,,,,,,,44.605952,-113.392932,5.7,,,"QCI PIT Tag Protocol 2013",,,,,"Braden Lott","2014-09-05 13:01:00","Braden Lott","2014-09-05 13:02:00",1058,"2014-09-20 17:57:14",13119,,,"1",,,,,,"Mountain Standard Time","Auburn Garner","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1991
,"Mobile Antenna",1992,"2014-09-06 12:33:00","Big Timber Creek","BigTimbermobile2014_4","BigTimbermobile2014_4-20140906-1200",,,,,44.60605667,-113.39291,6.3,,,,,,,,,44.580387,-113.39461,2.5,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-06 12:33:00","Jeff Mathers","2014-09-06 15:24:00",1059,"2014-09-20 17:57:14",13120,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1992
,"Mobile Antenna",1993,"2014-09-06 13:49:00","Big Timber Creek","BigTimbermobile2014_4","BigTimbermobile2014_4-20140906-1349",,,,,44.592373,-113.3964067,4.2,,,,,,,,,44.580387,-113.39461,3.5,,,"QCI PIT Tag Protocol 2013",,,,,"Braden Lott","2014-09-06 13:49:00","Braden Lott","2014-09-06 16:47:00",1060,"2014-09-20 17:57:14",13121,,,"1",,,,,,"Mountain Standard Time","Auburn Garner","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1993
,"Mobile Antenna",1994,"2014-09-07 08:39:00","Big Timber Creek","BigTimberMobile2014_5","BigTimberMobile2014_5-20140907-0838",,,,,44.56024,-113.402175,2.2,,,,,,,,,44.548605,-113.4100467,0,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-07 08:39:00","Jeff Mathers","2014-09-07 13:09:00",1061,"2014-09-20 17:57:14",13122,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1994
,"Mobile Antenna",1995,"2014-09-07 11:40:00","Big Timber Creek","BigTimberMobile2014_5","BigTimberMobile2014_5-20140907-1140",,,,,44.554562,-113.4074733,5.1,,,,,,,,,44.548475,-113.4101033,5.1,,,"QCI PIT Tag Protocol 2013",,,,,"Auburn Garner","2014-09-07 11:40:00","Auburn Garner","2014-09-07 12:26:00",1062,"2014-09-20 17:57:14",13123,,,"1",,,,,,"Mountain Standard Time","Auburn Garner","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1995
,"Mobile Antenna",1996,"2014-09-03 17:21:00","Canyon Creek","CanyonMobile2014","CanyonMobile2014-20140903-1650",,,,,44.75874667,-113.2595133,3.2,,,,,,,,,44.760635,-113.2573833,2.2,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-03 17:21:00","Jeff Mathers","2014-09-03 17:22:00",1063,"2014-09-20 17:57:14",13124,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1996
,"Mobile Antenna",1997,"2014-09-03 09:46:00","Canyon Creek","CanyonMobile2014_1","CanyonMobile2014_1-20140903-0946",,,,,44.69113,-113.366115,3.3,,,,,,,,,44.697882,-113.3313683,2.5,,,"QCI PIT Tag Protocol 2013",,,,,"Auburn Garner","2014-09-03 09:46:00","Auburn Garner","2014-09-03 14:42:00",1064,"2014-09-20 17:57:14",13125,,,"1",,,,,,"Mountain Standard Time","Auburn Garner","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1997
,"Mobile Antenna",1999,"2014-09-03 10:48:00","Canyon Creek","CanyonMobile2014_2","CanyonMobile2014_2-20140903-1048",,,,,44.703465,-113.2935867,2,,,,,,,,,44.721297,-113.28073,4.2,,,"QCI PIT Tag Protocol 2013",,,,,"Tim Barbier","2014-09-03 10:48:00","Tim Barbier","2014-09-03 15:35:00",1066,"2014-09-20 17:57:14",13126,,,"1",,,,,,"Mountain Standard Time","Tim Barbier","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",1999
,"Mobile Antenna",2000,"2014-09-04 10:08:00","Canyon Creek","CanyonMobile2014_2","CanyonMobile2014_2-20140904-1008",,,,,44.703465,-113.2935867,2,,,,,,,,,44.738783,-113.27277,4.2,,,"QCI PIT Tag Protocol 2013",,,,,"Tim Barbier","2014-09-04 10:08:00","Tim Barbier","2014-09-04 10:48:00",1067,"2014-09-20 17:57:14",13127,,,"1",,,,,,"Mountain Standard Time","Tim Barbier","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2000
,"Mobile Antenna",2001,"2014-09-05 11:21:00","Canyon Creek","CanyonMobile2014_2","CanyonMobile2014_2-20140905-1121",,,,,44.703325,-113.2935917,5.1,,,,,,,,,44.760628,-113.257463,3.75,,,"QCI PIT Tag Protocol 2013",,,,,"Tim Barbier","2014-09-05 11:21:00","Tim Barbier","2014-09-05 11:22:00",1068,"2014-09-20 17:57:14",13128,,,"1",,,,,,"Mountain Standard Time","Tim Barbier","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2001
,"Mobile Antenna",2002,"2014-09-07 12:56:00","Cruikshank Creek","CruikshankMobile2014","CruikshankMobile2014-20140907-1256",,,,,44.758678,-113.2594667,3.6,,,,,,,,,44.755177,-113.2455317,4.8,,,"QCI PIT Tag Protocol 2013",,,,,"Braden Lott","2014-09-07 12:56:00","Braden Lott","2014-09-07 12:57:00",1069,"2014-09-20 17:57:14",13129,,,"1",,,,,,"Mountain Standard Time","Tim Barbier;Braden Lott","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2002
,"Mobile Antenna",2003,"2014-09-08 08:31:00","Kenney Creek","KenneyMobile2014","KenneyMobile2014-20140908-0831",,,,,45.026328,-113.6566833,2.7,,,,,,,,,45.04075,-113.62173,0,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-08 08:31:00","Jeff Mathers","2014-09-08 11:35:00",1070,"2014-09-20 17:57:14",13130,,,"1",,,,,,"Mountain Standard Time","Cody Settles;Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Same number of observations (54) found in fld_FishObservation and fldLog_FishObservation using right(dceName,20)/right(dceFolder) as join.  fldLog_LF.dceID = 2003",2003
,"Mobile Antenna",2004,"2014-09-09 10:38:00","Kenney Creek","KenneyMobile2014","KenneyMobile2014-20140909-1037",,,,,45.040803,-113.621555,6,,,,,,,,,45.056765,-113.5953217,4.8,,,"QCI PIT Tag Protocol 2013",,,,,"Jeff Mathers","2014-09-09 10:38:00","Jeff Mathers","2014-09-09 10:38:00",1071,"2014-09-20 17:57:14",13131,,,"1",,,,,,"Mountain Standard Time","Jeff Mathers;Cody Settles","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Same number of observations (32) found in fld_FishObservation and fldLog_FishObservation using right(dceName,20)/right(dceFolder) as join.  fldLog_LF.dceID = 2004",2004
,"Depletion",2005,"2014-09-09 10:05:00","Big Eightmile Creek","LEM-078287","LEM-078287-20140909-1004",,,120,,44.699195,-113.4809133,1.8,,,,,,"522.303.416.073.005",,,44.6983,-113.48121,0,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"6","Tim Barbier","2014-09-09 10:05:00","Tim Barbier","2014-09-09 10:05:00",1072,"2014-09-20 17:57:14",12072,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Auburn Garner;Tim Barbier;Autumn Fye;Nicole Montgomery","Dipnets;Smith Root Shocker;Seines",,,,,1,,,,,,,,,,3.3,4.3,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2005
,"Depletion",2006,"2014-09-08 10:19:00","Kenney Creek","LEM-121695","LEM-121695-20140908-1019",,,120,,45.04022833,-113.6229183,2.3,,,,,,"522.303.416.029.004",,,45.04075,-113.62173,0,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,"6","Tim Barbier","2014-09-08 10:20:00","Tim Barbier","2014-09-08 10:20:00",1073,"2014-09-20 17:57:14",12073,,,"0030BD2D3F320108-3733303434000000",,,,,,"Mountain Standard Time","Auburn Garner;Tim Barbier;Autumn Fye;Nicole Montgomery","Seines;Smith Root Shocker;Dipnets",,,,,1,,,,,,,,,,3.1,2.4,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2006
,"Mobile Antenna",2007,"2014-09-04 10:16:00","Canyon Creek","CanyonMobile2014_1","CanyonMobile2014_1-20140904-1016",,,,,44.699035,-113.32417,4.5,,,,,,,,,44.70336,-113.29366,4.2,,,"QCI PIT Tag Protocol 2013",,,,,"Auburn Garner","2014-09-04 10:16:00","Auburn Garner","2014-09-04 10:17:00",1074,"2014-09-23 09:57:01",13132,,,"1",,,,,,"Mountain Standard Time","Auburn Garner","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2007
"2008","Mark",2008,"2014-09-17 08:28:00","Hayden Creek","Hayden2014_1","Hayden2014_1-20140917-0828",,,2350,,44.85302333,-113.643075,2.1,,"NonGRTSSite",,,,,,,44.839243,-113.660574,2.9,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Braden Lott","2014-09-17 08:28:00","Braden Lott","2014-09-17 08:28:00",1075,"2014-09-23 13:05:18",12075,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Matt Grimes;Braden Lott;Cody Settles;Tim Barbier;Jeff Mathers;Autumn Fye;Nicole Montgomery;Auburn Garner;Mike Hall","Dipnets;Smith Root Shocker",,,,,1,,,,,,,,,,9,9.07,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2008
"2008","Resight",2010,"2014-09-21 06:30:00","Hayden Creek","Hayden2014_1","Hayden2014_1-20140921-0630",,,2350,,44.85302333,-113.643075,2.1,,"NonGRTSSite",,,,,,,44.839243,-113.660574,2.9,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI",,,,"Jeff Mathers","2014-09-21 06:30:00","Jeff Mathers","2014-09-21 07:29:00",1077,"2014-09-23 13:05:18",13133,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Jeff Mathers","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2010
"2008","Recapture",2011,"2014-09-21 07:20:00","Hayden Creek","Hayden2014_1","Hayden2014_1-20140921-0720",,,2350,,44.85302333,-113.643075,2.1,,"NonGRTSSite",,,,,,,44.839243,-113.660574,2.9,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Braden Lott","2014-09-21 07:20:00","Braden Lott","2014-09-21 07:20:00",1078,"2014-09-23 13:05:18",12077,,,"0030BD2D3F320108-3733303437000000",,,,,,"Mountain Standard Time","Matt Grimes;Braden Lott;Cody Settles;Tim Barbier;Jeff Mathers;Nicole Montgomery;Mike Hall","Dipnets;Smith Root Shocker",,,,,2,,,,,,,,,,9,9.07,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2011
"2013","Mark",2013,"2014-09-18 07:24:00","Hayden Creek","Hayden2014_2","Hayden2014_2-20140918-0724",,,3100,,44.83936667,-113.66076,1.8,,"NonGRTSSite",,,,,,,44.81994,-113.68053,2.4,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Tim Barbier","2014-09-18 07:25:00","Tim Barbier","2014-09-18 07:25:00",1080,"2014-09-23 13:05:18",12078,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Matt Grimes;Braden Lott;Cody Settles;Tim Barbier;Jeff Mathers;Autumn Fye;Nicole Montgomery;Auburn Garner;Mike Hall","Dipnets;Smith Root Shocker",,,,,1,,,,,,,,,,9.1,9,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2013
"2013","Recapture",2015,"2014-09-22 07:31:00","Hayden Creek","Hayden2014_2","Hayden2014_2-20140922-0731",,,3100,,44.83936667,-113.66076,1.8,,"NonGRTSSite",,,,,,,44.81994,-113.68053,2.4,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Mike Hall","2014-09-22 07:31:00","Mike Hall","2014-09-22 07:51:00",1082,"2014-09-23 13:05:18",12079,,,"0030BD2D3F320108-3733303437000000",,,,,,"Mountain Standard Time","Matt Grimes;Braden Lott;Cody Settles;Tim Barbier;Jeff Mathers;Nicole Montgomery;Mike Hall","Dipnets;Smith Root Shocker",,,,,2,,,,,,,,,,9.1,9,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2015
"2013","Resight",2016,"2014-09-22 09:17:33","Hayden Creek","Hayden2014_2","Hayden2014_2-20140922-0917",,,3100,,44.83936667,-113.66076,1.8,,"NonGRTSSite",,,,,,,44.81994,-113.68053,2.4,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI",,,,"Braden Lott","2014-09-22 09:17:33","Braden Lott","2014-09-22 09:17:36",1083,"2014-09-23 13:05:18",13134,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Cody Settles;Braden Lott","Mobile Antenna",,,,,,,,,,,,,,,,,,,"1",,,"Mobile Fish Detection",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2016
"2021","Mark",2021,"2014-09-19 07:54:00","Hayden Creek","Hayden2014_3","Hayden2014_3-20140919-0939",,,2100,,44.820103,-113.680563,2.4,,"NonGRTSSite",,,,,,,44.805425,-113.6914483,3.9,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Autumn Fye","2014-09-19 07:54:00","Autumn Fye","2014-09-19 14:45:00",1088,"2014-09-23 13:05:18",12081,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Matt Grimes;Tim Barbier;Jeff Mathers;Autumn Fye;Nicole Montgomery;Auburn Garner;Mike Hall","Dipnets;Smith Root Shocker",,,,,1,,,,,,,,,,6.3,9.1,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2021
"2022","Mark",2022,"2014-09-20 09:20:00","Hayden Creek","Hayden2014_4","Hayden2014_4-20140920-0920",,,3100,,44.798269,-113.697085,2,,"NonGRTSSite",,,,,,,44.77502833,-113.7069917,1.4,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Autumn Fye","2014-09-20 07:34:00","Autumn Fye","2014-09-20 07:38:00",1089,"2014-09-23 13:05:18",12082,,,"0030BD2D3F320108-3733303339000000",,,,,,"Mountain Standard Time","Matt Grimes;Braden Lott;Cody Settles;Tim Barbier;Jeff Mathers;Autumn Fye;Nicole Montgomery;Auburn Garner;Mike Hall","Dipnets;Smith Root Shocker",,,,,1,,,,,,,,,,11.3,11.6,,,,,,"Roving Fish PIT Tagging",,,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2022
,"Rotary Screw Trap",2024,"2014-08-02 08:43:00","Lemhi River","L3AO","L3AO-20140802-0843",,,,,45.159641,-113.833012,,,"NonGRTSSite",,,,"522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Mike Hall","2014-08-02 08:43:00","Mike Hall","2014-08-07 06:46:00",961,"2014-09-29 01:16:46",12083,,,"1",,,"Rotary Screw Trap Lemhi.accdb",1861,,"Mountain Standard Time","Mike Hall","Rotary Screw Trap",,,,,,,,,,,,,,,,,,,,"Right","Right","Trap Fish PIT Tagging","Normal Flow",,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2024
,"Rotary Screw Trap",2025,"2014-08-03 08:37:00","Lemhi River","L3AO","L3AO-20140803-0837",,,,,45.159641,-113.833012,,,"NonGRTSSite",,,,"522.303.416.007",,,45.159641,-113.833012,,,,"QCI PIT Tag Protocol 2013","ISEMP Salmon Lemhi (Salmon Basin, ID) PIT Tagging by QCI","Sampled",,,"Mike Hall","2014-08-03 08:37:00","Mike Hall","2014-08-07 06:46:00",962,"2014-09-29 01:16:46",12084,,,"1",,,"Rotary Screw Trap Lemhi.accdb",1862,,"Mountain Standard Time","Mike Hall","Rotary Screw Trap",,,,,,,,,,,,,,,,,,,,"Right","Right","Trap Fish PIT Tagging","Normal Flow",,,,,,"Resolved.  Triple match <dceID, siteName, dceName> with fldLog_LoadedFolders + data found in fld_FishObservation.",2025
